time="2026-04-24T13:49:50-04:00" level=warning msg="Finding default values of vLLM version for model=qwen/qwen3-14b"
time="2026-04-24T13:49:52-04:00" level=warning msg="[tick 149883259] preemption: evicting request_1054 to make room"
time="2026-04-24T13:49:52-04:00" level=warning msg="[tick 150735609] preemption: evicting request_1052 to make room"
time="2026-04-24T13:49:52-04:00" level=warning msg="[tick 150921010] preemption: evicting request_1075 to make room"
time="2026-04-24T13:49:52-04:00" level=warning msg="[tick 151500555] preemption: evicting request_1081 to make room"
time="2026-04-24T13:49:52-04:00" level=warning msg="[tick 152025690] preemption: evicting request_1061 to make room"
time="2026-04-24T13:49:52-04:00" level=warning msg="[tick 152680972] preemption: evicting request_1056 to make room"
time="2026-04-24T13:49:52-04:00" level=warning msg="[tick 153226300] preemption: evicting request_1094 to make room"
time="2026-04-24T13:49:52-04:00" level=warning msg="[tick 153513319] preemption: evicting request_1061 to make room"
time="2026-04-24T13:49:52-04:00" level=warning msg="[tick 153903544] preemption: evicting request_1100 to make room"
time="2026-04-24T13:49:52-04:00" level=warning msg="[tick 154411531] preemption: evicting request_1105 to make room"
time="2026-04-24T13:49:52-04:00" level=warning msg="[tick 155067209] preemption: evicting request_1073 to make room"
time="2026-04-24T13:49:52-04:00" level=warning msg="[tick 155622202] preemption: evicting request_1085 to make room"
time="2026-04-24T13:49:52-04:00" level=warning msg="[tick 155901969] preemption: evicting request_1093 to make room"
time="2026-04-24T13:49:52-04:00" level=warning msg="[tick 156286587] preemption: evicting request_1099 to make room"
time="2026-04-24T13:49:52-04:00" level=warning msg="[tick 156714670] preemption: evicting request_1115 to make room"
time="2026-04-24T13:49:52-04:00" level=warning msg="[tick 156976888] preemption: evicting request_1119 to make room"
time="2026-04-24T13:49:52-04:00" level=warning msg="[tick 158203877] preemption: evicting request_1115 to make room"
time="2026-04-24T13:49:52-04:00" level=warning msg="[tick 158465034] preemption: evicting request_1123 to make room"
time="2026-04-24T13:49:52-04:00" level=warning msg="[tick 160080159] preemption: evicting request_1123 to make room"
time="2026-04-24T13:49:52-04:00" level=warning msg="[tick 160341646] preemption: evicting request_1134 to make room"
time="2026-04-24T13:49:52-04:00" level=warning msg="[tick 161201028] preemption: evicting request_1128 to make room"
time="2026-04-24T13:49:52-04:00" level=warning msg="[tick 161282538] preemption: evicting request_1128 to make room"
time="2026-04-24T13:49:52-04:00" level=warning msg="[tick 162324573] preemption: evicting request_1151 to make room"
time="2026-04-24T13:49:52-04:00" level=warning msg="[tick 165222562] preemption: evicting request_1146 to make room"
time="2026-04-24T13:49:52-04:00" level=warning msg="[tick 165394378] preemption: evicting request_1151 to make room"
time="2026-04-24T13:49:52-04:00" level=warning msg="[tick 166143985] preemption: evicting request_1177 to make room"
time="2026-04-24T13:49:52-04:00" level=warning msg="[tick 168174077] preemption: evicting request_1193 to make room"
time="2026-04-24T13:49:52-04:00" level=warning msg="[tick 169577947] preemption: evicting request_1197 to make room"
time="2026-04-24T13:49:52-04:00" level=warning msg="[tick 169758681] preemption: evicting request_1201 to make room"
time="2026-04-24T13:49:52-04:00" level=warning msg="[tick 171557235] preemption: evicting request_1197 to make room"
time="2026-04-24T13:49:52-04:00" level=warning msg="[tick 172081113] preemption: evicting request_1211 to make room"
time="2026-04-24T13:49:52-04:00" level=warning msg="[tick 172376964] preemption: evicting request_1211 to make room"
time="2026-04-24T13:49:52-04:00" level=warning msg="[tick 173910134] preemption: evicting request_1217 to make room"
time="2026-04-24T13:49:52-04:00" level=warning msg="[tick 175557216] preemption: evicting request_1224 to make room"
time="2026-04-24T13:49:52-04:00" level=warning msg="[tick 175564421] preemption: evicting request_1248 to make room"
time="2026-04-24T13:49:52-04:00" level=warning msg="[tick 176096924] preemption: evicting request_1244 to make room"
time="2026-04-24T13:49:52-04:00" level=warning msg="[tick 176195971] preemption: evicting request_1234 to make room"
time="2026-04-24T13:49:52-04:00" level=warning msg="[tick 176236327] preemption: evicting request_1252 to make room"
time="2026-04-24T13:49:53-04:00" level=warning msg="[tick 176874766] preemption: evicting request_1242 to make room"
time="2026-04-24T13:49:53-04:00" level=warning msg="[tick 176915765] preemption: evicting request_1238 to make room"
time="2026-04-24T13:49:53-04:00" level=warning msg="[tick 177136404] preemption: evicting request_1247 to make room"
time="2026-04-24T13:49:53-04:00" level=warning msg="[tick 178479806] preemption: evicting request_1264 to make room"
time="2026-04-24T13:49:53-04:00" level=warning msg="[tick 179761292] preemption: evicting request_1268 to make room"
time="2026-04-24T13:49:53-04:00" level=warning msg="[tick 180105492] preemption: evicting request_1274 to make room"
time="2026-04-24T13:49:53-04:00" level=warning msg="[tick 255785564] preemption: evicting request_1786 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 381379939] preemption: evicting request_2664 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 385888997] preemption: evicting request_2693 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 402419607] preemption: evicting request_2806 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 402501954] preemption: evicting request_2807 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 403502599] preemption: evicting request_2810 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 403542098] preemption: evicting request_2807 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 403722586] preemption: evicting request_2811 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 404279771] preemption: evicting request_2817 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 404365410] preemption: evicting request_2816 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 405241765] preemption: evicting request_2820 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 405366674] preemption: evicting request_2827 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 405432601] preemption: evicting request_2826 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 405808470] preemption: evicting request_2836 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 405981889] preemption: evicting request_2830 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 406406454] preemption: evicting request_2831 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 406759125] preemption: evicting request_2841 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 407202392] preemption: evicting request_2840 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 408225568] preemption: evicting request_2834 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 408600361] preemption: evicting request_2840 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 409034693] preemption: evicting request_2845 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 409059067] preemption: evicting request_2855 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 409674519] preemption: evicting request_2850 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 410058660] preemption: evicting request_2854 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 410123117] preemption: evicting request_2851 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 410646698] preemption: evicting request_2858 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 411243536] preemption: evicting request_2855 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 411972608] preemption: evicting request_2865 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 412075965] preemption: evicting request_2861 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 412440717] preemption: evicting request_2870 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 412526005] preemption: evicting request_2877 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 412706788] preemption: evicting request_2881 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 413522116] preemption: evicting request_2875 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 413870086] preemption: evicting request_2896 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 414015214] preemption: evicting request_2887 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 414308195] preemption: evicting request_2875 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 415252038] preemption: evicting request_2904 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 415710209] preemption: evicting request_2880 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 416177393] preemption: evicting request_2885 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 416300326] preemption: evicting request_2880 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 416371748] preemption: evicting request_2907 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 416716177] preemption: evicting request_2912 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 416854461] preemption: evicting request_2890 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 416950907] preemption: evicting request_2908 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 417123106] preemption: evicting request_2913 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 417629448] preemption: evicting request_2917 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 418186129] preemption: evicting request_2923 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 418197980] preemption: evicting request_2894 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 418406914] preemption: evicting request_2912 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 418838844] preemption: evicting request_2921 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 418956335] preemption: evicting request_2932 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 418988074] preemption: evicting request_2902 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 419319324] preemption: evicting request_2926 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 419666374] preemption: evicting request_2937 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 420273848] preemption: evicting request_2939 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 420319214] preemption: evicting request_2915 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 420400737] preemption: evicting request_2915 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 420667395] preemption: evicting request_2941 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 421069829] preemption: evicting request_2920 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 421259113] preemption: evicting request_2941 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 421720115] preemption: evicting request_2934 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 421936278] preemption: evicting request_2946 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 422359417] preemption: evicting request_2940 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 423243692] preemption: evicting request_2944 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 424038152] preemption: evicting request_2952 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 424709820] preemption: evicting request_2957 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 425057707] preemption: evicting request_2968 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 425826655] preemption: evicting request_2976 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 426142210] preemption: evicting request_2952 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 426329362] preemption: evicting request_2980 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 426741809] preemption: evicting request_2975 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 427438303] preemption: evicting request_2971 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 427912384] preemption: evicting request_2979 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 428134519] preemption: evicting request_2986 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 437864460] preemption: evicting request_3062 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 441989056] preemption: evicting request_3091 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 443238152] preemption: evicting request_3096 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 445082983] preemption: evicting request_3111 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 446243798] preemption: evicting request_3115 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 446556360] preemption: evicting request_3123 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 447015748] preemption: evicting request_3128 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 447738282] preemption: evicting request_3132 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 448056671] preemption: evicting request_3131 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 448179701] preemption: evicting request_3127 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 448276838] preemption: evicting request_3138 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 449095903] preemption: evicting request_3131 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 449359904] preemption: evicting request_3136 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 449362356] preemption: evicting request_3143 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 449443959] preemption: evicting request_3143 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 449747114] preemption: evicting request_3147 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 450273853] preemption: evicting request_3142 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 450713879] preemption: evicting request_3152 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 451239811] preemption: evicting request_3146 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 451638085] preemption: evicting request_3150 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 452067248] preemption: evicting request_3160 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 452106674] preemption: evicting request_3169 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 452148441] preemption: evicting request_3160 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 452572465] preemption: evicting request_3166 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 452794013] preemption: evicting request_3170 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 452862157] preemption: evicting request_3177 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 453678195] preemption: evicting request_3178 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 454095094] preemption: evicting request_3183 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 456195639] preemption: evicting request_3187 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 456589592] preemption: evicting request_3192 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 457105900] preemption: evicting request_3196 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 457643558] preemption: evicting request_3200 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 458029114] preemption: evicting request_3204 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 458260115] preemption: evicting request_3208 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 458881178] preemption: evicting request_3213 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 459011139] preemption: evicting request_3212 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 460442989] preemption: evicting request_3208 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 461231951] preemption: evicting request_3212 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 462052798] preemption: evicting request_3220 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 463942432] preemption: evicting request_3228 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 464690712] preemption: evicting request_3241 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 465312212] preemption: evicting request_3252 to make room"
time="2026-04-24T13:49:55-04:00" level=warning msg="[tick 465409596] preemption: evicting request_3251 to make room"
time="2026-04-24T13:49:56-04:00" level=warning msg="[tick 466061691] preemption: evicting request_3256 to make room"
time="2026-04-24T13:49:56-04:00" level=warning msg="[tick 466536883] preemption: evicting request_3251 to make room"
time="2026-04-24T13:49:56-04:00" level=warning msg="[tick 466894900] preemption: evicting request_3260 to make room"
time="2026-04-24T13:49:56-04:00" level=warning msg="[tick 467386541] preemption: evicting request_3256 to make room"
time="2026-04-24T13:49:56-04:00" level=warning msg="[tick 467569573] preemption: evicting request_3255 to make room"
time="2026-04-24T13:49:56-04:00" level=warning msg="[tick 467831697] preemption: evicting request_3259 to make room"
time="2026-04-24T13:49:56-04:00" level=warning msg="[tick 467957946] preemption: evicting request_3272 to make room"
time="2026-04-24T13:49:56-04:00" level=warning msg="[tick 468337719] preemption: evicting request_3264 to make room"
time="2026-04-24T13:49:56-04:00" level=warning msg="[tick 469270631] preemption: evicting request_3275 to make room"
time="2026-04-24T13:49:56-04:00" level=warning msg="[tick 469574445] preemption: evicting request_3281 to make room"
time="2026-04-24T13:49:56-04:00" level=warning msg="[tick 469711801] preemption: evicting request_3282 to make room"
time="2026-04-24T13:49:56-04:00" level=warning msg="[tick 470515511] preemption: evicting request_3290 to make room"
time="2026-04-24T13:49:56-04:00" level=warning msg="[tick 470869700] preemption: evicting request_3287 to make room"
time="2026-04-24T13:49:56-04:00" level=warning msg="[tick 471132358] preemption: evicting request_3292 to make room"
time="2026-04-24T13:49:56-04:00" level=warning msg="[tick 489509850] preemption: evicting request_3412 to make room"
time="2026-04-24T13:49:56-04:00" level=warning msg="[tick 490251037] preemption: evicting request_3417 to make room"
time="2026-04-24T13:49:56-04:00" level=warning msg="[tick 491737846] preemption: evicting request_3423 to make room"
time="2026-04-24T13:49:56-04:00" level=warning msg="[tick 492623862] preemption: evicting request_3427 to make room"
time="2026-04-24T13:49:56-04:00" level=warning msg="[tick 493197582] preemption: evicting request_3423 to make room"
time="2026-04-24T13:49:56-04:00" level=warning msg="[tick 493913557] preemption: evicting request_3448 to make room"
time="2026-04-24T13:49:56-04:00" level=warning msg="[tick 494623852] preemption: evicting request_3452 to make room"
time="2026-04-24T13:49:56-04:00" level=warning msg="[tick 494927759] preemption: evicting request_3456 to make room"
time="2026-04-24T13:49:56-04:00" level=warning msg="[tick 495850753] preemption: evicting request_3464 to make room"
time="2026-04-24T13:49:56-04:00" level=warning msg="[tick 496014817] preemption: evicting request_3460 to make room"
time="2026-04-24T13:49:56-04:00" level=warning msg="[tick 497380137] preemption: evicting request_3464 to make room"
time="2026-04-24T13:49:56-04:00" level=warning msg="[tick 497887591] preemption: evicting request_3468 to make room"
time="2026-04-24T13:49:56-04:00" level=warning msg="[tick 498118643] preemption: evicting request_3473 to make room"
time="2026-04-24T13:49:56-04:00" level=warning msg="[tick 499219834] preemption: evicting request_3483 to make room"
time="2026-04-24T13:49:56-04:00" level=warning msg="[tick 507171018] preemption: evicting request_3541 to make room"
time="2026-04-24T13:49:56-04:00" level=warning msg="[tick 508047849] preemption: evicting request_3547 to make room"
time="2026-04-24T13:49:56-04:00" level=warning msg="[tick 509082623] preemption: evicting request_3551 to make room"
time="2026-04-24T13:49:56-04:00" level=warning msg="[tick 509679457] preemption: evicting request_3557 to make room"
time="2026-04-24T13:49:56-04:00" level=warning msg="[tick 511424493] preemption: evicting request_3566 to make room"
time="2026-04-24T13:49:56-04:00" level=warning msg="[tick 511897561] preemption: evicting request_3574 to make room"
time="2026-04-24T13:49:56-04:00" level=warning msg="[tick 512893755] preemption: evicting request_3579 to make room"
time="2026-04-24T13:49:56-04:00" level=warning msg="[tick 513503774] preemption: evicting request_3582 to make room"
time="2026-04-24T13:49:56-04:00" level=warning msg="[tick 513806745] preemption: evicting request_3587 to make room"
time="2026-04-24T13:49:56-04:00" level=warning msg="[tick 513993968] preemption: evicting request_3583 to make room"
time="2026-04-24T13:49:56-04:00" level=warning msg="[tick 514345829] preemption: evicting request_3593 to make room"
time="2026-04-24T13:49:56-04:00" level=warning msg="[tick 518145476] preemption: evicting request_3618 to make room"
time="2026-04-24T13:49:56-04:00" level=warning msg="[tick 519372060] preemption: evicting request_3612 to make room"
time="2026-04-24T13:49:56-04:00" level=warning msg="[tick 519453103] preemption: evicting request_3612 to make room"
time="2026-04-24T13:49:56-04:00" level=warning msg="[tick 519549259] preemption: evicting request_3630 to make room"
time="2026-04-24T13:49:56-04:00" level=warning msg="[tick 519965411] preemption: evicting request_3623 to make room"
time="2026-04-24T13:49:56-04:00" level=warning msg="[tick 521135458] preemption: evicting request_3629 to make room"
time="2026-04-24T13:49:56-04:00" level=warning msg="[tick 524482484] preemption: evicting request_3659 to make room"
time="2026-04-24T13:49:56-04:00" level=warning msg="[tick 525394441] preemption: evicting request_3664 to make room"
time="2026-04-24T13:49:56-04:00" level=warning msg="[tick 538443458] preemption: evicting request_3761 to make room"
=== Simulation Metrics ===
{
  "instance_id": "instance_0",
  "completed_requests": 774,
  "still_queued": 0,
  "still_running": 0,
  "injected_requests": 774,
  "total_input_tokens": 3194164,
  "total_output_tokens": 807720,
  "vllm_estimated_duration_s": 574.304468,
  "responses_per_sec": 1.3477171833529944,
  "tokens_per_sec": 1406.4316838990705,
  "e2e_mean_ms": 40086.44844702842,
  "e2e_p90_ms": 52989.3201,
  "e2e_p95_ms": 56755.890899999984,
  "e2e_p99_ms": 63258.292709999994,
  "ttft_mean_ms": 721.7936434108527,
  "ttft_p90_ms": 2452.8324000000007,
  "ttft_p95_ms": 3850.5944499999987,
  "ttft_p99_ms": 5461.2237099999975,
