time="2026-04-24T14:26:57-04:00" level=warning msg="Finding default values of vLLM version for model=qwen/qwen3-14b"
time="2026-04-24T14:26:58-04:00" level=warning msg="[tick 53463013] preemption: evicting request_457 to make room"
time="2026-04-24T14:26:58-04:00" level=warning msg="[tick 53473018] preemption: evicting request_509 to make room"
time="2026-04-24T14:26:58-04:00" level=warning msg="[tick 53557185] preemption: evicting request_489 to make room"
time="2026-04-24T14:26:58-04:00" level=warning msg="[tick 54086098] preemption: evicting request_475 to make room"
time="2026-04-24T14:26:58-04:00" level=warning msg="[tick 54440105] preemption: evicting request_493 to make room"
time="2026-04-24T14:26:58-04:00" level=warning msg="[tick 54694042] preemption: evicting request_480 to make room"
time="2026-04-24T14:26:58-04:00" level=warning msg="[tick 55118508] preemption: evicting request_491 to make room"
time="2026-04-24T14:26:58-04:00" level=warning msg="[tick 55161717] preemption: evicting request_518 to make room"
time="2026-04-24T14:26:58-04:00" level=warning msg="[tick 56041981] preemption: evicting request_532 to make room"
time="2026-04-24T14:26:58-04:00" level=warning msg="[tick 56206104] preemption: evicting request_511 to make room"
time="2026-04-24T14:26:58-04:00" level=warning msg="[tick 56486507] preemption: evicting request_542 to make room"
time="2026-04-24T14:26:58-04:00" level=warning msg="[tick 56626224] preemption: evicting request_554 to make room"
time="2026-04-24T14:26:58-04:00" level=warning msg="[tick 56671620] preemption: evicting request_515 to make room"
time="2026-04-24T14:26:58-04:00" level=warning msg="[tick 56788001] preemption: evicting request_497 to make room"
time="2026-04-24T14:26:58-04:00" level=warning msg="[tick 56896912] preemption: evicting request_499 to make room"
time="2026-04-24T14:26:58-04:00" level=warning msg="[tick 56974821] preemption: evicting request_520 to make room"
time="2026-04-24T14:26:58-04:00" level=warning msg="[tick 57037431] preemption: evicting request_504 to make room"
time="2026-04-24T14:26:58-04:00" level=warning msg="[tick 57082944] preemption: evicting request_502 to make room"
time="2026-04-24T14:26:58-04:00" level=warning msg="[tick 57240909] preemption: evicting request_547 to make room"
time="2026-04-24T14:26:58-04:00" level=warning msg="[tick 57350335] preemption: evicting request_510 to make room"
time="2026-04-24T14:26:58-04:00" level=warning msg="[tick 57483008] preemption: evicting request_525 to make room"
time="2026-04-24T14:26:58-04:00" level=warning msg="[tick 58008922] preemption: evicting request_530 to make room"
time="2026-04-24T14:26:58-04:00" level=warning msg="[tick 58080421] preemption: evicting request_508 to make room"
time="2026-04-24T14:26:58-04:00" level=warning msg="[tick 58236269] preemption: evicting request_554 to make room"
time="2026-04-24T14:26:58-04:00" level=warning msg="[tick 58385212] preemption: evicting request_512 to make room"
time="2026-04-24T14:26:58-04:00" level=warning msg="[tick 58467204] preemption: evicting request_508 to make room"
time="2026-04-24T14:26:58-04:00" level=warning msg="[tick 58539284] preemption: evicting request_559 to make room"
time="2026-04-24T14:26:58-04:00" level=warning msg="[tick 58547082] preemption: evicting request_534 to make room"
time="2026-04-24T14:26:58-04:00" level=warning msg="[tick 58772163] preemption: evicting request_563 to make room"
time="2026-04-24T14:26:58-04:00" level=warning msg="[tick 58851281] preemption: evicting request_512 to make room"
time="2026-04-24T14:26:58-04:00" level=warning msg="[tick 58864305] preemption: evicting request_504 to make room"
time="2026-04-24T14:26:58-04:00" level=warning msg="[tick 58924114] preemption: evicting request_534 to make room"
time="2026-04-24T14:26:58-04:00" level=warning msg="[tick 59226719] preemption: evicting request_540 to make room"
time="2026-04-24T14:26:58-04:00" level=warning msg="[tick 59456546] preemption: evicting request_545 to make room"
time="2026-04-24T14:26:58-04:00" level=warning msg="[tick 59828202] preemption: evicting request_573 to make room"
time="2026-04-24T14:26:58-04:00" level=warning msg="[tick 59881251] preemption: evicting request_514 to make room"
time="2026-04-24T14:26:58-04:00" level=warning msg="[tick 60034844] preemption: evicting request_526 to make room"
time="2026-04-24T14:26:58-04:00" level=warning msg="[tick 60197923] preemption: evicting request_550 to make room"
time="2026-04-24T14:26:58-04:00" level=warning msg="[tick 60612402] preemption: evicting request_531 to make room"
time="2026-04-24T14:26:58-04:00" level=warning msg="[tick 60632285] preemption: evicting request_557 to make room"
time="2026-04-24T14:26:58-04:00" level=warning msg="[tick 60698572] preemption: evicting request_577 to make room"
time="2026-04-24T14:26:58-04:00" level=warning msg="[tick 60776257] preemption: evicting request_529 to make room"
time="2026-04-24T14:26:58-04:00" level=warning msg="[tick 61186828] preemption: evicting request_544 to make room"
time="2026-04-24T14:26:58-04:00" level=warning msg="[tick 61190902] preemption: evicting request_591 to make room"
time="2026-04-24T14:26:58-04:00" level=warning msg="[tick 61201438] preemption: evicting request_535 to make room"
time="2026-04-24T14:26:58-04:00" level=warning msg="[tick 61432671] preemption: evicting request_565 to make room"
time="2026-04-24T14:26:58-04:00" level=warning msg="[tick 61671059] preemption: evicting request_555 to make room"
time="2026-04-24T14:26:58-04:00" level=warning msg="[tick 61706689] preemption: evicting request_599 to make room"
time="2026-04-24T14:26:58-04:00" level=warning msg="[tick 61801575] preemption: evicting request_541 to make room"
time="2026-04-24T14:26:58-04:00" level=warning msg="[tick 61846895] preemption: evicting request_605 to make room"
time="2026-04-24T14:26:58-04:00" level=warning msg="[tick 62470840] preemption: evicting request_620 to make room"
time="2026-04-24T14:26:58-04:00" level=warning msg="[tick 62515719] preemption: evicting request_565 to make room"
time="2026-04-24T14:26:58-04:00" level=warning msg="[tick 62553474] preemption: evicting request_560 to make room"
time="2026-04-24T14:26:58-04:00" level=warning msg="[tick 62570990] preemption: evicting request_558 to make room"
time="2026-04-24T14:26:58-04:00" level=warning msg="[tick 62899408] preemption: evicting request_571 to make room"
time="2026-04-24T14:26:58-04:00" level=warning msg="[tick 62987790] preemption: evicting request_625 to make room"
time="2026-04-24T14:26:58-04:00" level=warning msg="[tick 63079956] preemption: evicting request_575 to make room"
time="2026-04-24T14:26:58-04:00" level=warning msg="[tick 63592261] preemption: evicting request_579 to make room"
time="2026-04-24T14:26:58-04:00" level=warning msg="[tick 63838924] preemption: evicting request_551 to make room"
time="2026-04-24T14:26:58-04:00" level=warning msg="[tick 63955344] preemption: evicting request_631 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 64189411] preemption: evicting request_582 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 64533394] preemption: evicting request_587 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 64667542] preemption: evicting request_584 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 64800818] preemption: evicting request_568 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 65301884] preemption: evicting request_596 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 65572118] preemption: evicting request_606 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 65641668] preemption: evicting request_572 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 65906282] preemption: evicting request_588 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 65930705] preemption: evicting request_635 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 66494958] preemption: evicting request_593 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 66831555] preemption: evicting request_631 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 66881546] preemption: evicting request_576 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 66941218] preemption: evicting request_606 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 67081170] preemption: evicting request_610 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 67970593] preemption: evicting request_602 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 68027275] preemption: evicting request_572 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 69052811] preemption: evicting request_576 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 69142813] preemption: evicting request_607 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 69148327] preemption: evicting request_621 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 69321862] preemption: evicting request_625 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 69444389] preemption: evicting request_625 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 69718091] preemption: evicting request_589 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 69863966] preemption: evicting request_621 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 70005884] preemption: evicting request_622 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 70192669] preemption: evicting request_598 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 70235350] preemption: evicting request_631 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 70477896] preemption: evicting request_636 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 70497933] preemption: evicting request_635 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 70618914] preemption: evicting request_603 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 70866212] preemption: evicting request_618 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 70911176] preemption: evicting request_644 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 71054714] preemption: evicting request_608 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 71127108] preemption: evicting request_627 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 71398562] preemption: evicting request_614 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 71670529] preemption: evicting request_619 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 71730126] preemption: evicting request_640 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 71939765] preemption: evicting request_639 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 72064395] preemption: evicting request_624 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 72180596] preemption: evicting request_645 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 72334456] preemption: evicting request_643 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 72635853] preemption: evicting request_644 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 72855020] preemption: evicting request_628 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 73413748] preemption: evicting request_640 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 73536441] preemption: evicting request_640 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 73725028] preemption: evicting request_639 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 73745090] preemption: evicting request_650 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 74179264] preemption: evicting request_634 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 74441682] preemption: evicting request_648 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 74467776] preemption: evicting request_655 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 74622571] preemption: evicting request_652 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 74651571] preemption: evicting request_658 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 74771399] preemption: evicting request_660 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 74892588] preemption: evicting request_651 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 75831662] preemption: evicting request_661 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 76272503] preemption: evicting request_657 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 76337623] preemption: evicting request_665 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 76596259] preemption: evicting request_664 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 77418234] preemption: evicting request_652 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 77665116] preemption: evicting request_671 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 77989235] preemption: evicting request_665 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 78259797] preemption: evicting request_677 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 78475780] preemption: evicting request_658 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 78577272] preemption: evicting request_657 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 78656080] preemption: evicting request_669 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 78799767] preemption: evicting request_694 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 79201281] preemption: evicting request_670 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 79246537] preemption: evicting request_668 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 79323900] preemption: evicting request_670 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 79386717] preemption: evicting request_675 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 79718243] preemption: evicting request_676 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 79946367] preemption: evicting request_689 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 80044040] preemption: evicting request_677 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 80092526] preemption: evicting request_682 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 80542438] preemption: evicting request_696 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 80548038] preemption: evicting request_680 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 80800889] preemption: evicting request_688 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 80868751] preemption: evicting request_694 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 81180315] preemption: evicting request_703 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 81533824] preemption: evicting request_690 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 81630833] preemption: evicting request_698 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 81788466] preemption: evicting request_710 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 81987885] preemption: evicting request_684 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 82445077] preemption: evicting request_688 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 82498643] preemption: evicting request_714 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 82744511] preemption: evicting request_695 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 82749151] preemption: evicting request_693 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 83082961] preemption: evicting request_708 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 83128031] preemption: evicting request_718 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 83178119] preemption: evicting request_705 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 83598229] preemption: evicting request_716 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 83722359] preemption: evicting request_697 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 84211922] preemption: evicting request_711 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 84331624] preemption: evicting request_717 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 84453916] preemption: evicting request_725 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 84687785] preemption: evicting request_719 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 84807543] preemption: evicting request_726 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 84933799] preemption: evicting request_718 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 85138657] preemption: evicting request_715 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 85364993] preemption: evicting request_722 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 85381135] preemption: evicting request_721 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 85432438] preemption: evicting request_719 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 85576624] preemption: evicting request_725 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 85593610] preemption: evicting request_726 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 85782531] preemption: evicting request_735 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 85797763] preemption: evicting request_730 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 85802761] preemption: evicting request_742 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 86827585] preemption: evicting request_750 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 87221570] preemption: evicting request_754 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 87456630] preemption: evicting request_742 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 87566511] preemption: evicting request_719 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 87686201] preemption: evicting request_751 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 87827103] preemption: evicting request_755 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 88247221] preemption: evicting request_725 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 88466253] preemption: evicting request_759 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 88523606] preemption: evicting request_723 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 88687462] preemption: evicting request_719 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 88750049] preemption: evicting request_758 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 89035998] preemption: evicting request_730 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 89086461] preemption: evicting request_758 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 89215615] preemption: evicting request_759 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 89223602] preemption: evicting request_723 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 89248432] preemption: evicting request_734 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 89395548] preemption: evicting request_770 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 89585808] preemption: evicting request_774 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 89592191] preemption: evicting request_769 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 90337310] preemption: evicting request_769 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 90467076] preemption: evicting request_729 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 90518655] preemption: evicting request_773 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 90528002] preemption: evicting request_745 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 90744452] preemption: evicting request_778 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 90880209] preemption: evicting request_753 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 91040894] preemption: evicting request_782 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 91203507] preemption: evicting request_778 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 91224114] preemption: evicting request_757 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 91244473] preemption: evicting request_723 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 91325878] preemption: evicting request_723 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 91467080] preemption: evicting request_788 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 91690615] preemption: evicting request_761 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 92218932] preemption: evicting request_796 to make room"
time="2026-04-24T14:26:59-04:00" level=warning msg="[tick 92572341] preemption: evicting request_783 to make room"
